source,yyyymmdd,events,temperature,humidity,windspeed,precipitation
DHAHRAN WEATHER,20151015,,31,64,8,0
DHAHRAN WEATHER,20151016,,31,66,11,0
DHAHRAN WEATHER,20151017,,31,62,11,0
DHAHRAN WEATHER,20151018,Thunderstorm,32,44,13,0
DHAHRAN WEATHER,20151019,,31,52,10,0
DHAHRAN WEATHER,20151020,,30,57,8,0
DHAHRAN WEATHER,20151021,,30,45,11,0
DHAHRAN WEATHER,20151022,,29,56,8,0
DHAHRAN WEATHER,20151023,,29,53,14,0
DHAHRAN WEATHER,20151024,,30,45,16,0
DHAHRAN WEATHER,20151025,,29,47,16,0
DHAHRAN WEATHER,20151026,,28,60,10,0
DHAHRAN WEATHER,20151027,,30,60,13,0
DHAHRAN WEATHER,20151028,,29,50,18,0
DHAHRAN WEATHER,20151029,,32,51,19,0
DHAHRAN WEATHER,20151030,,32,51,18,0
DHAHRAN WEATHER,20151031,,30,46,14,0
DHAHRAN WEATHER,20151101,,30,50,23,0
DHAHRAN WEATHER,20151102,,27,51,18,0
DHAHRAN WEATHER,20151103,,28,48,16,0
DHAHRAN WEATHER,20151104,,27,53,13,0
DHAHRAN WEATHER,20151105,,27,56,13,0
DHAHRAN WEATHER,20151106,,27,61,8,0
DHAHRAN WEATHER,20151107,,28,57,11,0
DHAHRAN WEATHER,20151108,,28,61,14,0
DHAHRAN WEATHER,20151109,,26,56,13,0
DHAHRAN WEATHER,20151110,,31,48,24,0
DHAHRAN WEATHER,20151111,"Rain,Thunderstorm",24,64,18,8.89
DHAHRAN WEATHER,20151112,,23,49,19,0
DHAHRAN WEATHER,20151113,,22,35,23,0
DHAHRAN WEATHER,20151114,,20,31,21,0
DHAHRAN WEATHER,20151115,,21,39,19,0
DHAHRAN WEATHER,20151116,,21,47,14,0
DHAHRAN WEATHER,20151117,,22,56,10,0
DHAHRAN WEATHER,20151118,,24,53,11,0
DHAHRAN WEATHER,20151119,Rain,22,62,14,2.03
DHAHRAN WEATHER,20151120,,23,56,18,0
DHAHRAN WEATHER,20151121,,21,44,18,0
DHAHRAN WEATHER,20151122,,21,46,19,0
DHAHRAN WEATHER,20151123,Rain,19,54,14,4.06
DHAHRAN WEATHER,20151124,Rain,22,69,14,16
DHAHRAN WEATHER,20151125,"Rain,Thunderstorm",19,85,14,36.07
DHAHRAN WEATHER,20151126,Rain,21,78,8,5.08
DHAHRAN WEATHER,20151127,,22,74,11,0
DHAHRAN WEATHER,20151128,,22,69,10,0
DHAHRAN WEATHER,20151129,,22,72,10,0
DHAHRAN WEATHER,20151130,,22,64,13,0
DHAHRAN WEATHER,20151201,,21,70,8,0
DHAHRAN WEATHER,20151202,Fog,22,70,10,0
DHAHRAN WEATHER,20151203,,22,65,8,0
DHAHRAN WEATHER,20151204,,23,67,16,0
DHAHRAN WEATHER,20151205,,19,56,21,0
DHAHRAN WEATHER,20151206,,16,50,29,0.25
DHAHRAN WEATHER,20151207,,11,29,35,0
DHAHRAN WEATHER,20151208,,12,32,27,0
DHAHRAN WEATHER,20151209,,13,34,23,0
DHAHRAN WEATHER,20151210,,14,46,14,0
DHAHRAN WEATHER,20151211,,14,59,13,0
DHAHRAN WEATHER,20151212,,17,61,11,0
DHAHRAN WEATHER,20151213,,18,66,10,0
DHAHRAN WEATHER,20151214,,20,69,16,0
DHAHRAN WEATHER,20151215,,17,42,18,0
DHAHRAN WEATHER,20151216,,16,51,18,0
DHAHRAN WEATHER,20151217,,17,60,16,0
DHAHRAN WEATHER,20151218,,17,60,10,0
DHAHRAN WEATHER,20151219,,21,69,14,0
DHAHRAN WEATHER,20151220,,19,56,11,0
DHAHRAN WEATHER,20151221,,19,60,16,0
DHAHRAN WEATHER,20151222,,17,50,19,0
DHAHRAN WEATHER,20151223,,17,55,14,0
DHAHRAN WEATHER,20151224,Rain,16,80,11,14.99
DHAHRAN WEATHER,20151225,Rain,16,87,24,18.03
DHAHRAN WEATHER,20151226,,16,70,24,0
DHAHRAN WEATHER,20151227,,16,68,16,0
DHAHRAN WEATHER,20151228,,14,63,14,0
DHAHRAN WEATHER,20151229,,16,59,13,0
DHAHRAN WEATHER,20151230,Rain,17,70,8,0
DHAHRAN WEATHER,20151231,Rain,19,76,8,0
DHAHRAN WEATHER,20160101,,20,76,11,0
DHAHRAN WEATHER,20160102,,20,68,19,0
DHAHRAN WEATHER,20160103,,13,53,31,0
DHAHRAN WEATHER,20160104,,14,53,23,0
DHAHRAN WEATHER,20160105,,16,53,11,0
DHAHRAN WEATHER,20160106,,16,50,8,0
DHAHRAN WEATHER,20160107,,16,58,10,0
DHAHRAN WEATHER,20160108,,17,64,10,0
DHAHRAN WEATHER,20160109,,19,59,21,0
DHAHRAN WEATHER,20160110,,16,51,19,0
DHAHRAN WEATHER,20160111,,16,52,19,0
DHAHRAN WEATHER,20160112,,14,59,14,0
DHAHRAN WEATHER,20160113,,15,52,18,0
DHAHRAN WEATHER,20160114,,14,59,14,0
DHAHRAN WEATHER,20160115,,14,60,10,0
DHAHRAN WEATHER,20160116,,16,54,10,0
DHAHRAN WEATHER,20160117,,16,62,16,0
DHAHRAN WEATHER,20160118,,17,66,11,0
DHAHRAN WEATHER,20160119,Fog,17,75,6,0
DHAHRAN WEATHER,20160120,Fog,18,64,8,0
DHAHRAN WEATHER,20160121,Fog,19,75,10,0
DHAHRAN WEATHER,20160122,,18,63,11,0
DHAHRAN WEATHER,20160123,,19,57,10,0
DHAHRAN WEATHER,20160124,,21,60,18,0
DHAHRAN WEATHER,20160125,,16,65,21,0
DHAHRAN WEATHER,20160126,,13,43,21,0
DHAHRAN WEATHER,20160127,,16,54,19,0
DHAHRAN WEATHER,20160128,,13,54,23,0
DHAHRAN WEATHER,20160129,,10,33,26,0
DHAHRAN WEATHER,20160130,,10,26,19,0
DHAHRAN WEATHER,20160131,,11,36,19,0
DHAHRAN WEATHER,20160201,,13,45,14,0
DHAHRAN WEATHER,20160202,,13,53,11,0
DHAHRAN WEATHER,20160203,,16,60,13,0
DHAHRAN WEATHER,20160204,,16,52,18,0
DHAHRAN WEATHER,20160205,,16,64,16,0
DHAHRAN WEATHER,20160206,,17,57,11,0
DHAHRAN WEATHER,20160207,,18,52,21,0
DHAHRAN WEATHER,20160208,,18,55,23,0
DHAHRAN WEATHER,20160209,,16,47,19,0
DHAHRAN WEATHER,20160210,,13,54,14,0
DHAHRAN WEATHER,20160211,,14,61,14,0
DHAHRAN WEATHER,20160212,,14,49,23,0
DHAHRAN WEATHER,20160213,,15,51,16,0
DHAHRAN WEATHER,20160214,,16,51,14,0
DHAHRAN WEATHER,20160215,,18,45,14,0
DHAHRAN WEATHER,20160216,,19,41,14,0
DHAHRAN WEATHER,20160217,,18,48,11,0
DHAHRAN WEATHER,20160218,Fog,19,61,8,0
DHAHRAN WEATHER,20160219,,19,40,13,0
DHAHRAN WEATHER,20160220,,20,40,13,0
DHAHRAN WEATHER,20160221,,22,35,18,0
DHAHRAN WEATHER,20160222,,22,44,21,0
DHAHRAN WEATHER,20160223,,26,37,24,0
DHAHRAN WEATHER,20160224,,23,43,23,0
DHAHRAN WEATHER,20160225,,20,36,19,0
DHAHRAN WEATHER,20160226,,21,39,18,0
DHAHRAN WEATHER,20160227,,20,55,11,0
DHAHRAN WEATHER,20160228,"Rain,Thunderstorm",20,69,16,0
DHAHRAN WEATHER,20160229,,21,66,16,0
DHAHRAN WEATHER,20160301,,21,47,19,0
DHAHRAN WEATHER,20160302,,22,58,11,0
DHAHRAN WEATHER,20160303,,21,55,10,0
DHAHRAN WEATHER,20160304,,22,58,13,0
DHAHRAN WEATHER,20160305,Rain,24,47,11,0
DHAHRAN WEATHER,20160306,Rain,24,42,13,0
DHAHRAN WEATHER,20160307,"Rain,Thunderstorm",20,55,11,0
DHAHRAN WEATHER,20160308,Rain,22,55,14,20.07
DHAHRAN WEATHER,20160309,"Rain,Thunderstorm",21,60,13,0
DHAHRAN WEATHER,20160310,,21,48,11,0
DHAHRAN WEATHER,20160311,,23,42,11,0
DHAHRAN WEATHER,20160312,,26,43,16,0
DHAHRAN WEATHER,20160313,,24,29,11,0
DHAHRAN WEATHER,20160314,Rain,24,49,13,0.51
DHAHRAN WEATHER,20160315,Rain,23,59,10,9.91
DHAHRAN WEATHER,20160316,Rain,23,53,11,0
DHAHRAN WEATHER,20160317,,24,36,18,0
DHAHRAN WEATHER,20160318,,21,39,16,0
DHAHRAN WEATHER,20160319,,20,44,13,0
DHAHRAN WEATHER,20160320,,21,42,11,0
DHAHRAN WEATHER,20160321,,24,42,18,0
DHAHRAN WEATHER,20160322,,26,39,21,0
DHAHRAN WEATHER,20160323,,21,38,18,0
DHAHRAN WEATHER,20160324,,21,40,18,0
DHAHRAN WEATHER,20160325,,20,36,11,0
DHAHRAN WEATHER,20160326,,23,47,11,0
DHAHRAN WEATHER,20160327,,26,43,23,0
DHAHRAN WEATHER,20160328,Rain,27,43,23,0
DHAHRAN WEATHER,20160329,"Rain,Thunderstorm",26,59,18,0
DHAHRAN WEATHER,20160330,Thunderstorm,22,40,32,0
DHAHRAN WEATHER,20160331,"Rain,Thunderstorm",20,49,19,0
DHAHRAN WEATHER,20160401,,21,41,18,0
DHAHRAN WEATHER,20160402,,20,31,16,0
DHAHRAN WEATHER,20160403,,20,42,11,0
DHAHRAN WEATHER,20160404,,20,38,11,0
DHAHRAN WEATHER,20160405,,21,41,11,0
DHAHRAN WEATHER,20160406,"Rain,Thunderstorm",22,64,13,0
DHAHRAN WEATHER,20160407,"Rain,Thunderstorm",24,65,11,0
DHAHRAN WEATHER,20160408,"Rain,Thunderstorm",27,35,14,0
DHAHRAN WEATHER,20160409,,27,35,11,0
DHAHRAN WEATHER,20160410,,27,44,10,0
DHAHRAN WEATHER,20160411,,28,40,11,0
DHAHRAN WEATHER,20160412,Rain,28,34,14,2.03
DHAHRAN WEATHER,20160413,Rain,28,53,23,0
DHAHRAN WEATHER,20160414,"Rain,Thunderstorm",28,53,21,0
DHAHRAN WEATHER,20160415,,26,50,19,0
DHAHRAN WEATHER,20160416,,24,41,14,0
DHAHRAN WEATHER,20160417,,26,37,16,0
DHAHRAN WEATHER,20160418,,27,27,14,0
DHAHRAN WEATHER,20160419,,28,23,13,0
DHAHRAN WEATHER,20160420,,27,35,10,0
DHAHRAN WEATHER,20160421,,27,36,10,0
DHAHRAN WEATHER,20160422,,28,26,13,0
DHAHRAN WEATHER,20160423,,29,32,11,0
DHAHRAN WEATHER,20160424,,26,40,8,0
DHAHRAN WEATHER,20160425,,29,44,8,0
DHAHRAN WEATHER,20160426,,31,38,10,0
DHAHRAN WEATHER,20160427,,31,38,11,0
DHAHRAN WEATHER,20160428,,30,37,11,0
DHAHRAN WEATHER,20160429,,31,38,13,0
DHAHRAN WEATHER,20160430,Rain,29,39,21,0.51
DHAHRAN WEATHER,20160501,,27,39,16,0
DHAHRAN WEATHER,20160502,,30,30,11,0
DHAHRAN WEATHER,20160503,,32,29,10,0
DHAHRAN WEATHER,20160504,,33,24,14,0
DHAHRAN WEATHER,20160505,,32,25,13,0
DHAHRAN WEATHER,20160506,,32,39,11,0
DHAHRAN WEATHER,20160507,,33,32,11,0
DHAHRAN WEATHER,20160508,,32,36,8,0
DHAHRAN WEATHER,20160509,,34,31,13,0
DHAHRAN WEATHER,20160510,"Fog,Rain,Thunderstorm",34,30,23,0
DHAHRAN WEATHER,20160511,,36,31,16,0
DHAHRAN WEATHER,20160512,,35,24,18,0
DHAHRAN WEATHER,20160513,,36,29,14,0
DHAHRAN WEATHER,20160514,,33,18,19,0
DHAHRAN WEATHER,20160515,,33,15,23,0
DHAHRAN WEATHER,20160516,,34,35,18,0
DHAHRAN WEATHER,20160517,,32,45,11,0
DHAHRAN WEATHER,20160518,,34,47,10,0
DHAHRAN WEATHER,20160519,,34,36,8,0
DHAHRAN WEATHER,20160520,,29,26,21,0
DHAHRAN WEATHER,20160521,,31,23,23,0
DHAHRAN WEATHER,20160522,,32,16,18,0
DHAHRAN WEATHER,20160523,,33,13,14,0
DHAHRAN WEATHER,20160524,,34,20,11,0
DHAHRAN WEATHER,20160525,,30,24,31,0
DHAHRAN WEATHER,20160526,,30,23,19,0
DHAHRAN WEATHER,20160527,,32,21,13,0
DHAHRAN WEATHER,20160528,,34,25,10,0
DHAHRAN WEATHER,20160529,,36,20,14,0
DHAHRAN WEATHER,20160530,,37,21,13,0
DHAHRAN WEATHER,20160531,,32,22,32,0
DHAHRAN WEATHER,20160601,,32,21,18,0
DHAHRAN WEATHER,20160602,,34,16,16,0
DHAHRAN WEATHER,20160603,,33,19,11,0
DHAHRAN WEATHER,20160604,,33,22,13,0
DHAHRAN WEATHER,20160605,,34,28,11,0
DHAHRAN WEATHER,20160606,,34,32,11,0
DHAHRAN WEATHER,20160607,,36,28,13,0
DHAHRAN WEATHER,20160608,,34,27,18,0
DHAHRAN WEATHER,20160609,,39,13,26,0
DHAHRAN WEATHER,20160610,,37,18,16,0
DHAHRAN WEATHER,20160611,,36,24,19,0
DHAHRAN WEATHER,20160612,,37,15,31,0
DHAHRAN WEATHER,20160613,,33,17,21,0
DHAHRAN WEATHER,20160614,,33,11,23,0
DHAHRAN WEATHER,20160615,,30,12,19,0
DHAHRAN WEATHER,20160616,,36,20,16,0
DHAHRAN WEATHER,20160617,,33,20,19,0
DHAHRAN WEATHER,20160618,,27,20,13,0
DHAHRAN WEATHER,20160619,,36,17,19,0
DHAHRAN WEATHER,20160620,,38,16,21,0
DHAHRAN WEATHER,20160621,,38,16,19,0
DHAHRAN WEATHER,20160622,,38,13,18,0
DHAHRAN WEATHER,20160623,,34,17,11,0
DHAHRAN WEATHER,20160624,,37,27,11,0
DHAHRAN WEATHER,20160625,,36,32,11,0
DHAHRAN WEATHER,20160626,,37,34,13,0
DHAHRAN WEATHER,20160627,,37,21,14,0
DHAHRAN WEATHER,20160628,,39,16,18,0
DHAHRAN WEATHER,20160629,,34,41,10,0
DHAHRAN WEATHER,20160630,,37,29,14,0
DHAHRAN WEATHER,20160701,,39,18,19,0
DHAHRAN WEATHER,20160702,,39,13,26,0
DHAHRAN WEATHER,20160703,,37,14,19,0
DHAHRAN WEATHER,20160704,,40,15,18,0
DHAHRAN WEATHER,20160705,,37,18,14,0
DHAHRAN WEATHER,20160706,,37,22,13,0
DHAHRAN WEATHER,20160707,,38,14,14,0
DHAHRAN WEATHER,20160708,,39,11,16,0
DHAHRAN WEATHER,20160709,,40,11,18,0
DHAHRAN WEATHER,20160710,,40,13,24,0
DHAHRAN WEATHER,20160711,,38,18,18,0
DHAHRAN WEATHER,20160712,,37,13,21,0
DHAHRAN WEATHER,20160713,,37,12,18,0
DHAHRAN WEATHER,20160714,,37,16,16,0
DHAHRAN WEATHER,20160715,,38,22,10,0
DHAHRAN WEATHER,20160716,,38,14,18,0
DHAHRAN WEATHER,20160717,,38,24,18,0
DHAHRAN WEATHER,20160718,,36,55,10,0
DHAHRAN WEATHER,20160719,,37,53,10,0
DHAHRAN WEATHER,20160720,,40,41,13,0
DHAHRAN WEATHER,20160721,,37,41,10,0
DHAHRAN WEATHER,20160722,,38,45,10,0
DHAHRAN WEATHER,20160723,,40,30,19,0
DHAHRAN WEATHER,20160724,,38,26,19,0
DHAHRAN WEATHER,20160725,,34,64,11,0
DHAHRAN WEATHER,20160726,,36,61,11,0
DHAHRAN WEATHER,20160727,,36,63,8,0
DHAHRAN WEATHER,20160728,,36,62,8,0
DHAHRAN WEATHER,20160729,,36,52,13,0
DHAHRAN WEATHER,20160730,,37,46,13,0
DHAHRAN WEATHER,20160731,,37,48,10,0
DHAHRAN WEATHER,20160801,,38,43,8,0
DHAHRAN WEATHER,20160802,,39,24,13,0
DHAHRAN WEATHER,20160803,,40,28,14,0
DHAHRAN WEATHER,20160804,,36,60,14,0
DHAHRAN WEATHER,20160805,,37,59,8,0
DHAHRAN WEATHER,20160806,,37,40,11,0
DHAHRAN WEATHER,20160807,,38,32,10,0
DHAHRAN WEATHER,20160808,,39,41,11,0
DHAHRAN WEATHER,20160809,,37,26,14,0
DHAHRAN WEATHER,20160810,,38,22,16,0
DHAHRAN WEATHER,20160811,,38,34,13,0
DHAHRAN WEATHER,20160812,,39,53,10,0
DHAHRAN WEATHER,20160813,,37,56,8,0
DHAHRAN WEATHER,20160814,,38,42,10,0
DHAHRAN WEATHER,20160815,,39,31,10,0
DHAHRAN WEATHER,20160816,,39,21,14,0
DHAHRAN WEATHER,20160817,,37,19,18,0
DHAHRAN WEATHER,20160818,,37,34,16,0
DHAHRAN WEATHER,20160819,,36,48,10,0
DHAHRAN WEATHER,20160820,,37,33,13,0
DHAHRAN WEATHER,20160821,,38,33,11,0
DHAHRAN WEATHER,20160822,,38,56,8,0
DHAHRAN WEATHER,20160823,,28,53,13,0
DHAHRAN WEATHER,20160824,,38,48,8,0
DHAHRAN WEATHER,20160825,,38,49,10,0
DHAHRAN WEATHER,20160826,,37,43,10,0
DHAHRAN WEATHER,20160827,,37,46,8,0
DHAHRAN WEATHER,20160828,,37,41,10,0
DHAHRAN WEATHER,20160829,,37,46,10,0
DHAHRAN WEATHER,20160830,,36,41,11,0
DHAHRAN WEATHER,20160831,,38,39,10,0
DHAHRAN WEATHER,20160901,,38,28,11,0
DHAHRAN WEATHER,20160902,,38,47,10,0
DHAHRAN WEATHER,20160903,,36,61,11,0
DHAHRAN WEATHER,20160904,,37,46,8,0
DHAHRAN WEATHER,20160905,,37,38,14,0
DHAHRAN WEATHER,20160906,,38,30,26,0
DHAHRAN WEATHER,20160907,,37,29,27,0
DHAHRAN WEATHER,20160908,,36,28,14,0
DHAHRAN WEATHER,20160909,,33,41,8,0
DHAHRAN WEATHER,20160910,,33,50,8,0
DHAHRAN WEATHER,20160911,,33,48,6,0
DHAHRAN WEATHER,20160912,,33,32,11,0
DHAHRAN WEATHER,20160913,,33,26,11,0
DHAHRAN WEATHER,20160914,,33,55,11,0
DHAHRAN WEATHER,20160915,,34,49,8,0
DHAHRAN WEATHER,20160916,,36,36,11,0
DHAHRAN WEATHER,20160917,,34,49,11,0
DHAHRAN WEATHER,20160918,,34,32,16,0
DHAHRAN WEATHER,20160919,,33,42,19,0
DHAHRAN WEATHER,20160920,,32,24,16,0
DHAHRAN WEATHER,20160921,,32,24,19,0
DHAHRAN WEATHER,20160922,,32,41,11,0
DHAHRAN WEATHER,20160923,,31,39,14,0
DHAHRAN WEATHER,20160924,,33,30,21,0
DHAHRAN WEATHER,20160925,,32,34,16,0
DHAHRAN WEATHER,20160926,,34,33,16,0
DHAHRAN WEATHER,20160927,,30,64,5,0
DHAHRAN WEATHER,20160928,,33,59,6,0
DHAHRAN WEATHER,20160929,,31,32,21,0
DHAHRAN WEATHER,20160930,,29,21,23,0
DHAHRAN WEATHER,20161001,,28,28,14,0
DHAHRAN WEATHER,20161002,,28,32,13,0
DHAHRAN WEATHER,20161003,,28,34,11,0
DHAHRAN WEATHER,20161004,,29,30,14,0
DHAHRAN WEATHER,20161005,,28,36,11,0
DHAHRAN WEATHER,20161006,,31,30,13,0
DHAHRAN WEATHER,20161007,,28,34,11,0
DHAHRAN WEATHER,20161008,,29,35,8,0
DHAHRAN WEATHER,20161009,,29,43,8,0
DHAHRAN WEATHER,20161010,,30,30,10,0
DHAHRAN WEATHER,20161011,,29,30,11,0
DHAHRAN WEATHER,20161012,,30,30,16,0
DHAHRAN WEATHER,20161013,,29,36,19,0
DHAHRAN WEATHER,20161014,,29,47,14,0
DHAHRAN WEATHER,20161015,,30,44,8,0
DHAHRAN WEATHER,20161016,,28,37,13,0
DHAHRAN WEATHER,20161017,,28,54,14,0
DHAHRAN WEATHER,20161018,,29,54,8,0
DHAHRAN WEATHER,20161019,,30,34,10,0
DHAHRAN WEATHER,20161020,,32,33,10,0
DHAHRAN WEATHER,20161021,,29,32,14,0
DHAHRAN WEATHER,20161022,,28,32,14,0
DHAHRAN WEATHER,20161023,,24,45,10,0
DHAHRAN WEATHER,20161024,,28,50,11,0
DHAHRAN WEATHER,20161025,Fog,27,61,10,0
DHAHRAN WEATHER,20161026,Fog,26,68,10,0
DHAHRAN WEATHER,20161027,Fog,28,66,8,0
DHAHRAN WEATHER,20161028,,29,61,6,0
DHAHRAN WEATHER,20161029,,28,47,8,0
DHAHRAN WEATHER,20161030,,28,29,13,0
DHAHRAN WEATHER,20161031,,27,49,11,0
DHAHRAN WEATHER,20161101,,27,71,10,0
DHAHRAN WEATHER,20161102,Fog,27,70,13,0
DHAHRAN WEATHER,20161103,,26,56,18,0
DHAHRAN WEATHER,20161104,,24,40,19,0
DHAHRAN WEATHER,20161105,,24,47,13,0
DHAHRAN WEATHER,20161106,,26,58,8,0
DHAHRAN WEATHER,20161107,,26,54,13,0
DHAHRAN WEATHER,20161108,,23,32,19,0
DHAHRAN WEATHER,20161109,,22,31,19,0
DHAHRAN WEATHER,20161110,,22,42,18,0
DHAHRAN WEATHER,20161111,,22,48,16,0
DHAHRAN WEATHER,20161112,,23,60,13,0
DHAHRAN WEATHER,20161113,,23,55,10,0
DHAHRAN WEATHER,20161114,Fog,23,62,10,0
DHAHRAN WEATHER,20161115,,23,40,11,0
DHAHRAN WEATHER,20161116,,23,42,8,0
DHAHRAN WEATHER,20161117,,23,61,5,0
DHAHRAN WEATHER,20161118,Fog,23,70,8,0
DHAHRAN WEATHER,20161119,Fog,23,54,13,0
DHAHRAN WEATHER,20161120,,22,43,16,0
DHAHRAN WEATHER,20161121,,22,32,16,0
DHAHRAN WEATHER,20161122,,21,43,10,0
DHAHRAN WEATHER,20161123,,22,49,11,0
DHAHRAN WEATHER,20161124,Rain,21,51,14,0
DHAHRAN WEATHER,20161125,"Rain,Hail,Thunderstorm",20,67,16,13.97
DHAHRAN WEATHER,20161126,Rain,20,81,18,0
DHAHRAN WEATHER,20161127,"Rain,Thunderstorm",20,85,13,7.87
DHAHRAN WEATHER,20161128,Rain,21,77,11,0
DHAHRAN WEATHER,20161129,,20,59,16,0
DHAHRAN WEATHER,20161130,,21,64,11,0
DHAHRAN WEATHER,20161201,,22,71,6,0
DHAHRAN WEATHER,20161202,,26,67,14,0
DHAHRAN WEATHER,20161203,,24,73,14,0
DHAHRAN WEATHER,20161204,,22,59,19,0
DHAHRAN WEATHER,20161205,,21,60,21,0
DHAHRAN WEATHER,20161206,,22,72,11,0
DHAHRAN WEATHER,20161207,,20,66,16,0
DHAHRAN WEATHER,20161208,,17,36,19,0
DHAHRAN WEATHER,20161209,,17,42,24,0
DHAHRAN WEATHER,20161210,,13,22,26,0
DHAHRAN WEATHER,20161211,,13,23,18,0
DHAHRAN WEATHER,20161212,,13,32,18,0
DHAHRAN WEATHER,20161213,,14,43,13,0
DHAHRAN WEATHER,20161214,,16,51,10,0
DHAHRAN WEATHER,20161215,,20,54,19,0
DHAHRAN WEATHER,20161216,,16,52,23,0
DHAHRAN WEATHER,20161217,,16,51,18,0
DHAHRAN WEATHER,20161218,,16,54,19,0
DHAHRAN WEATHER,20161219,,17,54,13,0
DHAHRAN WEATHER,20161220,,18,62,10,0
DHAHRAN WEATHER,20161221,,16,60,23,0
DHAHRAN WEATHER,20161222,,17,63,16,0
DHAHRAN WEATHER,20161223,,19,59,14,0
DHAHRAN WEATHER,20161224,,20,57,13,0
DHAHRAN WEATHER,20161225,Fog,20,77,8,0
DHAHRAN WEATHER,20161226,Fog,21,73,10,0
DHAHRAN WEATHER,20161227,Fog,19,83,8,0
DHAHRAN WEATHER,20161228,Fog,21,75,6,0
DHAHRAN WEATHER,20161229,,19,61,18,0
DHAHRAN WEATHER,20161230,,19,66,11,0
DHAHRAN WEATHER,20161231,Fog,21,73,6,0
DHAHRAN WEATHER,20170101,,21,60,8,0
DHAHRAN WEATHER,20170102,,18,60,13,0
DHAHRAN WEATHER,20170103,Fog,18,67,11,0
DHAHRAN WEATHER,20170104,,17,56,18,0
DHAHRAN WEATHER,20170105,,16,51,23,0
DHAHRAN WEATHER,20170106,,14,50,19,0
DHAHRAN WEATHER,20170107,,16,46,14,0
DHAHRAN WEATHER,20170108,,18,48,8,0
DHAHRAN WEATHER,20170109,,19,50,13,0
DHAHRAN WEATHER,20170110,,18,70,8,0
DHAHRAN WEATHER,20170111,Fog,19,82,11,0
DHAHRAN WEATHER,20170112,,18,59,16,0
DHAHRAN WEATHER,20170113,,17,39,14,0
DHAHRAN WEATHER,20170114,,14,43,16,0
DHAHRAN WEATHER,20170115,,16,48,11,0
DHAHRAN WEATHER,20170116,,17,75,6,0
DHAHRAN WEATHER,20170117,,16,61,16,0
DHAHRAN WEATHER,20170118,,16,55,11,0
DHAHRAN WEATHER,20170119,,17,70,10,0
DHAHRAN WEATHER,20170120,,20,65,16,0
DHAHRAN WEATHER,20170121,Rain,17,76,11,0
DHAHRAN WEATHER,20170122,Rain,17,79,10,0
DHAHRAN WEATHER,20170123,,17,60,21,0
DHAHRAN WEATHER,20170124,,13,48,19,0
DHAHRAN WEATHER,20170125,,13,50,13,0
DHAHRAN WEATHER,20170126,,14,67,10,0
DHAHRAN WEATHER,20170127,,17,64,23,0
DHAHRAN WEATHER,20170128,,19,47,14,0
DHAHRAN WEATHER,20170129,,18,52,31,0
DHAHRAN WEATHER,20170130,,14,52,18,0
DHAHRAN WEATHER,20170131,,14,57,11,0
DHAHRAN WEATHER,20170201,Rain,18,50,18,0
DHAHRAN WEATHER,20170202,Rain,13,45,23,3.05
DHAHRAN WEATHER,20170203,,8,31,26,0
DHAHRAN WEATHER,20170204,,10,30,19,0
DHAHRAN WEATHER,20170205,,10,37,13,0
DHAHRAN WEATHER,20170206,Rain,10,54,8,0
DHAHRAN WEATHER,20170207,,13,50,16,0
DHAHRAN WEATHER,20170208,,14,44,13,0
DHAHRAN WEATHER,20170209,"Rain,Thunderstorm",16,56,8,1.02
DHAHRAN WEATHER,20170210,,19,59,13,0
DHAHRAN WEATHER,20170211,"Rain,Thunderstorm",18,58,14,0
DHAHRAN WEATHER,20170212,"Rain,Thunderstorm",19,80,18,6.1
DHAHRAN WEATHER,20170213,"Rain,Thunderstorm",20,82,24,0
DHAHRAN WEATHER,20170214,Rain,16,81,14,0
DHAHRAN WEATHER,20170215,Rain,18,85,13,0
DHAHRAN WEATHER,20170216,"Rain,Thunderstorm",20,90,8,0
DHAHRAN WEATHER,20170217,"Rain,Thunderstorm",17,84,14,0
DHAHRAN WEATHER,20170218,,14,50,19,0
DHAHRAN WEATHER,20170219,,10,51,18,0
DHAHRAN WEATHER,20170220,,12,52,14,0
DHAHRAN WEATHER,20170221,,16,47,11,0
DHAHRAN WEATHER,20170222,,17,59,8,0
DHAHRAN WEATHER,20170223,"Rain,Thunderstorm",18,74,10,0
DHAHRAN WEATHER,20170224,,18,70,14,0
DHAHRAN WEATHER,20170225,,18,55,13,0
DHAHRAN WEATHER,20170226,,18,47,11,0
DHAHRAN WEATHER,20170227,,19,45,13,0
DHAHRAN WEATHER,20170228,,18,43,10,0
DHAHRAN WEATHER,20170301,,19,46,8,0
DHAHRAN WEATHER,20170302,Rain,19,69,10,0.76
DHAHRAN WEATHER,20170303,,22,54,5,0
DHAHRAN WEATHER,20170304,"Rain,Thunderstorm",20,74,13,0
DHAHRAN WEATHER,20170305,Rain,21,59,11,0
DHAHRAN WEATHER,20170306,,20,48,23,0
DHAHRAN WEATHER,20170307,,19,53,11,0
DHAHRAN WEATHER,20170308,,21,46,8,0
DHAHRAN WEATHER,20170309,,20,41,18,0
DHAHRAN WEATHER,20170310,,22,41,14,0
DHAHRAN WEATHER,20170311,,20,60,6,0
DHAHRAN WEATHER,20170312,,24,49,11,0
DHAHRAN WEATHER,20170313,"Rain,Thunderstorm",24,43,14,0
DHAHRAN WEATHER,20170314,"Rain,Thunderstorm",23,28,27,1.02
